FEN,Evaluation
r1bq1rk1/pppp1ppp/3b1n2/8/3pP3/2NP4/PPP1BPPP/R1BQ1RK1 w - -,71
rnbqk2r/pp1pppbp/5np1/2p5/2P5/2N2NP1/PP1PPPBP/R1BQK2R b KQkq -,6
r1b1k1nr/pppp1ppp/2n2q2/2b5/2BpP3/2P2N2/PP3PPP/RNBQK2R w KQkq -,104
r1bqk2r/1p1p1ppp/p1n2n2/2b1p3/4P3/P1N2N2/1PP2PPP/R1BQKB1R w KQkq -,26
rnbqk2r/ppppppbp/5np1/8/2P5/2N3P1/PP1PPPBP/R1BQK1NR b KQkq -,19
r1bqkb1r/pppp2pp/2n2n2/4p3/2B1P3/2N2N2/PPP2PPP/R1BQK2R b KQkq -,0
r1bqk2r/pppp1ppp/2n5/2b1p3/2B1P1n1/5N2/PPPP1PPP/RNBQR1K1 w kq -,20
r1bq1rk1/2p1bppp/pnnp4/1p2p3/3PP3/1BP2N1P/PP3PP1/RNBQR1K1 w - -,87
rnb1kbnr/ppp1pppp/8/8/3q4/1P6/P1PP1PPP/RNBQKBNR w KQkq -,47
rnbqkb1r/1ppppppp/p4n2/8/8/1P6/PBPPPPPP/RN1QKBNR w KQkq -,39
r1bqkb1r/pp2pppp/2n2n2/3p4/3P1B2/4PN2/PP3PPP/RN1QKB1R b KQkq -,-3
r1b2rk1/pp1pppbp/1qn2np1/8/2P5/2N3P1/PPN1PPBP/R1BQ1RK1 b - -,49
rnb1r1k1/ppp2p1p/6p1/6B1/2P1N3/8/Pb2BPPP/1R2K2R w K -,-19
r2qkb1r/pp1npppp/5n2/3p1b2/3P4/2N1PN2/PP3PPP/R1BQKB1R w KQkq -,71
rn1qkb1r/pb1p1ppp/1p2pn2/8/2PQ4/5NP1/PP2PPBP/RNB2RK1 b kq -,27
r2qkb1r/pp1npppp/5n2/3p1b2/3P4/1QN1PN2/PP3PPP/R1B1KB1R b KQkq -,60
rnbqk2r/pppp1ppp/5n2/4P3/1bB5/2B5/P4PPP/RN1QK1NR b KQkq -,-78
rn1qkbnr/pbpp2pp/1p2p3/5p2/2PP4/5NP1/PP2PPBP/RNBQK2R b KQkq -,76
r2qkb1r/pb1p1ppp/1pn1pn2/8/2PQ4/5NP1/PP2PPBP/RNB2RK1 w kq -,19
rnbqkb1r/ppp2ppp/3p1n2/4p3/3PP3/2P5/PP3PPP/RNBQKBNR w KQkq -,56
rnb1k2r/ppp2ppp/3qpn2/3p4/3P4/4PP2/PPP3PP/RN1QKBNR w KQkq -,-58
rn1qkbnr/pbp2ppp/1p2p3/8/3PN3/5N2/PPP2PPP/R1BQKB1R w KQkq -,86
r1b1k2r/pp1nbppp/1qn1p3/2ppP3/3P4/2PB1N2/PP1N1PPP/R1BQ1RK1 w kq -,59
r2qkb1r/pp1n1ppp/2p1pn2/3p1b2/2PP4/2N1PN2/PP2BPPP/R1BQK2R w KQkq -,19
r1bqk2r/ppp2ppp/2np1n2/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQR1K1 w kq -,27
rnbqkb1r/pp2pppp/3p1n2/8/3NP3/5P2/PPP3PP/RNBQKB1R b KQkq -,0
rnbqkb1r/pp1ppppp/8/2p1P3/2P2n2/5NP1/PP1P1P1P/RNBQKB1R b KQkq -,-44
r1bqk2r/pp1nbppp/2n1p3/2ppP3/3P4/2PB1N2/PP1N1PPP/R1BQ1RK1 b kq -,24
rnbqk2r/pp1p1ppp/4p3/8/1bPNn3/2N3P1/PP2PP1P/R1BQKB1R w KQkq -,13
r1bqkbnr/3ppppp/p1p5/2p5/4P3/3P1N2/PPP2PPP/RNBQK2R b KQkq -,18
rn1qkbnr/pb3ppp/1pp1p3/8/2BPN3/5N2/PPP2PPP/R1BQK2R b KQkq -,74
r2qkbnr/1ppb1ppp/p1np4/4p3/B3P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq -,56
r1bqk2r/1pp2ppp/p1np1n2/2b1p3/2B1P3/5N1P/PPPP1PP1/RNBQR1K1 w kq -,46
r1bqk2r/1pp2ppp/p1np1n2/2b1p3/2B1P3/2P2N1P/PP1P1PP1/RNBQR1K1 b kq -,40
r2qk1nr/ppp2ppp/2np4/2b1p2b/P1B1P3/3P1N1P/1PP2PP1/RNBQ1RK1 b kq -,27
rnbq1rk1/pppn1pbp/3p2p1/3Pp3/2P1P3/2N1B2P/PP3PP1/R2QKBNR w KQ -,116
r1bqk2r/bpp2ppp/p1np1n2/4p3/2B1P3/2P2N1P/PP1P1PP1/RNBQR1K1 w kq -,71
rn1qkbnr/ppp2ppp/3p4/4p3/4P1b1/2N2N2/PPPP1PPP/R1BQKB1R w KQkq -,83
r1bqkb1r/pppnpppp/3p1n2/8/3P1B2/2P1P3/PP3PPP/RN1QKBNR b KQkq -,-33
r1bqkb1r/pppp1ppp/5n2/4p1N1/2BnP3/8/PPPP1PPP/RNBQK2R w KQkq -,692
rnbqk2r/pp1p1ppp/4p3/8/1bPNn3/2NQ2P1/PP2PP1P/R1B1KB1R b KQkq -,21
rnbqkbnr/ppp2ppp/4p3/3p4/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq -,12
rnbqkbnr/1ppppppp/8/8/1p2P3/8/P1PP1PPP/RNBQKBNR w KQkq -,-165
r1bq1rk1/ppppnpbp/2n1p1p1/6B1/2BPP3/2N2N2/PPP2PPP/R2Q1RK1 b - -,22
rnbqkb1r/pppp1ppp/4pn2/8/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq -,0
r1b1kbnr/ppq1pppp/2n5/3p4/3P4/2PB1N2/PP3PPP/RNBQK2R b KQkq -,0
rnbqkb1r/pp1p1ppp/2p2n2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R b KQkq -,0
rnbqkb1r/pp2pppp/2p2n2/3p4/8/5NP1/PPPPPPBP/RNBQK2R w KQkq -,33
r1bqk1nr/pppp1ppp/2N5/8/1b6/2N5/PPP1PPPP/R1BQKB1R b KQkq -,64
r1bqk2r/pppnppbp/3p1np1/8/3P1B2/2P1P3/PP2BPPP/RN1QK1NR w KQkq -,8
rnbqkb1r/pppp1ppp/4pn2/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -,82
r1bqk1nr/p1pp1ppp/2p5/8/8/2P5/P1P1PPPP/R1BQKB1R w KQkq -,60
r1bqk2r/ppp2pp1/2np1n1p/4p3/2B1P3/3PbN1P/PPP2PP1/RN1Q1RK1 w kq -,-7
r4rk1/2qbbppp/2np1n2/1p2p3/p2PP3/4BN1P/PPBN1PP1/R2QR1K1 w - -,42
r1bqk2r/p1pp1ppp/2p2n2/8/4P3/2P5/P1P2PPP/R1BQKB1R w KQkq -,67
r4rk1/2qbbppp/2np1n2/1p2p3/p2PP3/4BN1P/PPBN1PP1/2RQR1K1 b - -,44
r3kbnr/pp2pppp/2n5/2pq4/3P2b1/2P2N2/PP3PPP/RNBQKB1R w KQkq -,33
5k2/p1p2pp1/7p/7r/3B4/1P3P2/P1P3PP/1K6 w - -,-180
5k2/p1p2pp1/7p/2r5/3B4/1P3P2/P1P3PP/1K6 b - -,-148
rnbqkb1r/pp3ppp/2p2n2/3Pp3/2B5/3P1N2/PPP2PPP/RNBQK2R b KQkq -,0
r1bq1rk1/3np2p/p2p1ppb/1PpP3n/4PP1B/2N2QP1/PP1N3P/R3KB1R b KQ -,0
r2qkbnr/pp2pppp/2n5/1B1p4/3P2b1/5N2/PPP2PPP/RNBQ1RK1 b kq -,0
rn1qkb1r/pb3ppp/1p1ppn2/8/2PQ4/5NP1/PP2PPBP/RNB2RK1 w kq -,37
rn1qkb1r/pb3ppp/1p1ppn2/8/2PQ4/2N2NP1/PP2PPBP/R1B2RK1 b kq -,75
rnbqkb1r/pp3ppp/5n2/3pp3/2B5/3P1N2/PPP2PPP/RNBQK2R w KQkq -,0
r2qkbnr/pp3ppp/2n1p3/1B1p4/3P2b1/5N2/PPP2PPP/RNBQ1RK1 w kq -,0
rn1qkb1r/1b3ppp/pp1ppn2/8/2PQ4/2N2NP1/PP2PPBP/R1B2RK1 w kq -,82
r4rk1/1q1bbppp/2np1n2/1p2p3/p2PP3/4BN1P/PPBN1PP1/2RQR1K1 w - -,40
r1bqk2r/pp1nnppp/2p1p3/3p4/1b1PPB2/2NQ1P2/PPP3PP/R3KBNR w KQkq -,16
r1bq1rk1/3np2p/p2p1p1b/1PpP2pQ/4PP1B/2N3P1/PP1N3P/R3KB1R b KQ -,369
r1bq1rk1/3np2p/p2p1p1b/1PpP2pn/4PP1B/2N2QP1/PP1N3P/R3KB1R w KQ -,607
r1bq1rk1/3np2p/p2p1ppb/1PpP3n/4PP1B/2N2Q2/PP1N2PP/R3KB1R w KQ -,-4
rnbqkbnr/pppppp1p/6p1/8/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq -,5
rnbqkb1r/pp3ppp/5n2/3pp3/8/1B1P1N2/PPP2PPP/RNBQK2R b KQkq -,0
r1b1kbnr/ppq1pppp/2n5/3p4/3P4/2PB3P/PP3PP1/RNBQK1NR b KQkq -,25
rnbqk1nr/ppppppbp/6p1/8/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq -,10
r1bqk2r/pp1nnppp/2p1p3/3p4/1b1PPB2/2NQ1P2/PPP3PP/2KR1BNR b kq -,0
rnbqk1nr/ppppppbp/6p1/8/3P1B2/2N5/PPP1PPPP/R2QKBNR b KQkq -,0
r1bq1rk1/pp1nnppp/2p1p3/3p4/1b1PPB2/2NQ1P2/PPP3PP/2KR1BNR w - -,0
rnbqkbnr/pp3ppp/4p3/3pP3/1Pp5/2P2N2/P2P1PPP/RNBQKB1R b KQkq -,0
r1b1kbnr/ppq2ppp/2n5/3Q4/8/2N5/PP2PPPP/R1B1KBNR w KQkq -,40
rnbqk1nr/1pp1ppbp/p2p2p1/8/3PPB2/2N2N2/PPP2PPP/R2QKB1R b KQkq -,59
r1bqkbnr/1p3ppp/p1n5/3p4/3p4/5N2/PPPNBPPP/R1BQ1RK1 w kq -,47
r1bqkb1r/pppnpp1p/3p1np1/8/3P1B2/2P1P3/PP3PPP/RN1QKBNR w KQkq -,16
r1bqk1nr/pppp1ppp/2n5/2b1N3/4P3/3P4/PPP2PPP/RNBQKB1R b KQkq -,57
r1bqkb1r/pp3p1p/2np1pp1/8/2BNP3/2N5/PPP2PPP/R2QK2R b KQkq -,43
r1bqk1nr/1ppnppbp/p2p2p1/8/3PPB2/2N2N2/PPPQ1PPP/R3KB1R b KQkq -,27
r1bqk1nr/1ppnppbp/p2p2p1/8/3PPB2/2N2N2/PPP2PPP/R2QKB1R w KQkq -,88
r1bqkbnr/ppp2ppp/2n1p3/3p4/3P4/2N1PN2/PPP2PPP/R1BQKB1R b KQkq -,-5
r1bqk2r/ppp2p2/2np1n1p/2b1p1p1/2B1P2B/2NP1N2/PPP2PPP/R2QK2R w KQkq -,-24
r1bq1rk1/3np1bp/p2p1pp1/1PpP4/4PP1B/2N3Q1/PP1N2PP/R3KB1R b KQ -,597
r1bq1rk1/3np1bp/p2p1pp1/1PpP4/4PP1B/2N2Qn1/PP1N2PP/R3KB1R w KQ -,600
r1bqk2r/1ppp1ppp/2n2n2/p1b1p3/2B1P3/2PP1N2/PP3PPP/RNBQ1RK1 b kq -,24
rnbqk2r/ppp1ppbp/5np1/3p2B1/2PP4/5N2/PP2PPPP/RN1QKB1R w KQkq -,24
r1bqkbnr/ppp2ppp/2n1p3/3p4/3P1B2/2P2N2/PP2PPPP/RN1QKB1R b KQkq -,34
rnbqkb1r/ppppp1pp/5n2/5p2/3P2P1/7P/PPP1PP2/RNBQKBNR b KQkq -,-25
rnbqk2r/ppp2pp1/4p2p/3pP3/1b1Pn3/2N1B3/PPP2PPP/R2QKBNR w KQkq -,0
rnbqk2r/ppp2pp1/4p2p/3pP3/1b1Pn1Q1/2N1B3/PPP2PPP/R3KBNR b KQkq -,0
r1bq1rk1/3np1bp/p2p1p2/1PpP2p1/4P2B/2N5/PP1N1QPP/R3KB1R b KQ -,-171
rn1qk2r/ppp1bppp/5n2/3p1bB1/3P4/2N1PN2/PP3PPP/R2QKB1R b KQkq -,9
r1bqkb1r/pppnpppp/3p1n2/1B6/4P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq -,0
r1bqkb1r/pp3ppp/2n2n2/3pp3/8/1B1P1N2/PPP2PPP/RNBQK2R w KQkq -,0
rnbqk2r/ppp2p2/4p2p/3pP1p1/1b1Pn1Q1/2N1B3/PPP2PPP/R3KBNR w KQkq -,88
r1bqk2r/pp1n1ppp/8/8/1bpP4/6B1/PP2B1PP/RN1Q1KNR b kq -,372
r1bqk2r/pppnppbp/3p1np1/8/3P1B1P/2P1P3/PP2BPP1/RN1QK1NR b KQkq -,-62
r1bqkb1r/pp1npppp/2pp1n2/8/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq -,-63
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PPQ1PPPP/RNB1KBNR b KQkq -,0
rnbqkbnr/ppp2ppp/3pp3/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq -,91
r1bqkb1r/ppp2ppp/2n1pn2/3p2B1/3P4/2N2N2/PPP1PPPP/R2QKB1R w KQkq -,41
rnbqkb1r/p1ppp1pp/1p3n2/5p2/3P1B2/2N5/PPP1PPPP/R2QKBNR w KQkq -,75
r1bqkb1r/pp2pppp/2n2n2/2pp4/8/1P4P1/PBPPPPBP/RN1QK1NR w KQkq -,-42
rBbqk2r/pp3ppp/8/8/1bpPn3/8/PP2B1PP/RN1Q1KNR w kq -,438
r1bq1rk1/1pp2ppp/p1np1n2/2b1p3/4P3/1PN2N2/PBPPBPPP/R2Q1RK1 w - -,-75
r1bqk1nr/pppp1ppp/8/2b1N3/2BnP3/2N5/PPPP1PPP/R1BQK2R b KQkq -,-132
rnbqkb1r/pppppp1p/6p1/6B1/2PPn3/8/PP2PPPP/RN1QKBNR w KQkq -,0
r1bqkb1r/pppp1ppp/2n5/4p3/4n3/1P3N2/PBPP1PPP/RN1QKB1R w KQkq -,-50
r1bqkb1r/2pp1ppp/p1n2n2/1p2p3/3P4/1B3N2/PPP2PPP/RNBQ1RK1 w kq -,589
3N1rk1/1R1R1p1p/6p1/p7/5p2/1P4P1/r2nP1KP/8 b - -,-600
rn1qkb1r/ppp2ppp/4pn2/8/3P2b1/2N1BN2/PPP3PP/R2QKB1R w KQkq -,-83
r1bqk2r/pppp1ppp/1bn5/4P3/2BP2n1/5N2/PP3PPP/RNBQK2R w KQkq -,477
rnbqk1nr/pp3ppp/4P3/8/1b6/2N5/PPP2PPP/R1BQKBNR b KQkq -,105
r2qkbnr/pp1n1ppp/2p5/4p3/2BPP1b1/5N2/PPP3PP/RNBQK2R w KQkq -,11
r1b1k2r/pppp1Npp/2n2n2/4p3/2B4q/4KQ2/PPPP2PP/RNB4R w kq -,-565
rnbq1rk1/ppp2pbp/3p1np1/4p3/2P5/2NP1NP1/PP2PPBP/R1BQ1RK1 b - -,20
2r2rk1/pp1b1ppp/4p3/3pP3/1q3Pn1/3B1N2/P2Q2PP/RN2KR2 b Q -,70
rnbqkb1r/pp1p1ppp/5n2/2pp4/2P5/2N5/PP2PPPP/R1BQKBNR w KQkq -,97
r2qkb1r/pp1n1ppp/2p2n2/4p3/2BPP1b1/5N2/PPP3PP/RNBQ1RK1 w kq -,0
rnbqk2r/p1p2ppp/4pn2/1p4B1/1bpPP3/2N2N2/PP3PPP/R2QKB1R w KQkq -,28
rnbqk2r/ppp2ppp/4pn2/3p4/1b1P1B2/2N1P3/PPP2PPP/R2QKBNR w KQkq -,-23
rnbqkb1r/pp1p1ppp/2p2n2/4p3/2P5/1PN5/P2PPPPP/R1BQKBNR w KQkq -,-64
r2qkbnr/pp1n1ppp/2p5/4p3/2BPP1b1/5N2/PPP3PP/RNBQ1RK1 b kq -,-25
rnbqk2r/ppppppbp/6p1/6B1/2PPn3/5N2/PP2PPPP/RN1QKB1R w KQkq -,-23
r1bk3r/ppp2ppp/2pb1n2/8/4P3/2N5/PPP2PPP/R1B1KB1R w KQ -,87
rn1qk2r/ppp2ppp/4pn2/4P3/1bBP2b1/2N2N2/PP3PPP/R1BQK2R b KQkq -,65
4rrk1/ppp3pp/2p5/5pP1/7q/3P4/PPP3Q1/RNB2BK1 b - -,0
r1bqk2r/pppp1ppp/1bn5/4P3/2BP2n1/5N1P/PP3PP1/RNBQK2R b KQkq -,319
rnbqk2r/p1p1bppp/1p2pn2/2Pp4/1P1P1B2/2N5/P3PPPP/R2QKBNR b KQkq -,0
r1bqk2r/pppnbppp/4pn2/3p4/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b kq -,31
rnbqk2r/ppp1ppbp/5np1/3p2B1/2PP4/2N2N2/PP2PPPP/R2QKB1R b KQkq -,17
rnbqk2r/ppppppbp/5np1/8/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq -,19
r1bqk2r/pppp1ppp/1bn5/4P3/2BP2n1/2N2N2/PP3PPP/R1BQK2R b KQkq -,487
rnbqkbnr/ppp1pp1p/6p1/3p4/8/1P4P1/P1PPPPBP/RNBQK1NR b KQkq -,-63
r2qk2r/1b1nbppp/pp1ppn2/8/2PQP3/1PN2NP1/P4PBP/R1BR2K1 b kq -,43
rnbqk2r/ppp1ppbp/5np1/6B1/2pP4/2N2N2/PP2PPPP/R2QKB1R w KQkq -,56
r1bqkb1r/pppp1ppp/2n2n2/3P4/4P3/2N5/PPP2PPP/R1BQKB1R b KQkq -,-60
r1bqkb1r/pp1n1ppp/2p2n2/8/2BpP3/5N2/PPP3PP/RNBQ1RK1 w kq -,72
r1bq1rk1/ppp2ppp/2np1n2/2b1p3/2B1P2N/2NP4/PPP2PPP/R1BQK2R w KQ -,-70
5rk1/pp1b1ppp/4p3/3pP3/1q3Pn1/3B1N2/P2QK1PP/RNr2R2 b - -,459
r1bqkb1r/pp3ppp/2n2n2/3pp3/8/1PN1P3/PB1P1PPP/R2QKBNR w KQkq -,-92
5rk1/pp1b1ppp/4p3/3pP3/1Q3Pn1/3B1N2/P3K1PP/RN3r2 b - -,907
r1bqkb1r/pp3p1p/2np1pp1/8/3NP3/2N5/PPP2PPP/R2QKB1R w KQkq -,76
rn1qk2r/ppp1ppbp/5np1/6B1/2pP2b1/2N1PN2/PP3PPP/R2QKB1R w KQkq -,92
r1bqk2r/pp1pppbp/2n2np1/2p5/2P5/2N2NP1/PP1PPPBP/R1BQK2R w KQkq -,42
rnbqkbnr/pp2pppp/2p5/8/3Pp3/5P2/PPP3PP/RNBQKBNR w KQkq -,29
r1bq1rk1/pppp1ppp/1bn5/4P3/2BP2n1/2N2N2/PP3PPP/R1BQK2R w KQ -,524
r1bq1rk1/pppnbppp/4pn2/3p4/2PP4/5NP1/PP2PPBP/RNBQ1RK1 w - -,49
rnbqkbnr/p1p1pppp/8/1p6/2p1P3/5N2/PP1P1PPP/RNBQKB1R w KQkq -,90
rnbqkbnr/pp2pppp/8/2p5/2pP1B2/4P3/PP3PPP/RN1QKBNR b KQkq -,-73
rnbqk1nr/ppp2ppp/8/2bpp3/4PP2/5N2/PPPP2PP/RNBQKB1R w KQkq -,36
r1bqk2r/pppp1p2/7p/4P1p1/2Bnn2B/8/PPP3PP/RN1Q1RK1 b kq -,235
rnbqk1nr/ppp2ppp/3p4/2b1p3/4P3/2NP4/PPP2PPP/R1BQKBNR w KQkq -,26
rnbqkb1r/pppp1ppp/8/4p3/2B5/2n2N2/PPPP1PPP/R1BQK2R w KQkq -,-60
rnbqk1nr/ppp2ppp/8/2b1N3/4pP2/8/PPPP2PP/RNBQKB1R w KQkq -,0
r1bqk1nr/pppp1ppp/2n5/2b5/2BpP3/5N2/PPP2PPP/RNBQ1RK1 b kq -,-23
rnbqk2r/ppp2ppp/5n2/2b1N3/2B1pP2/8/PPPP2PP/RNBQK2R w KQkq -,82
rnbqkbnr/pp3ppp/2p5/8/3pP3/5N2/PPP3PP/RNBQKB1R w KQkq -,75
rnbqk2r/pp1p1ppp/4pn2/8/1bPN4/2N5/PP2PPPP/R1BQKB1R w KQkq -,25
rnbqk1nr/ppp2ppp/3p4/2b1p3/N3P3/3P4/PPP2PPP/R1BQKBNR b KQkq -,18
rnbqkb1r/pp3ppp/2p2n2/6N1/2BpP3/8/PPP3PP/RNBQK2R b KQkq -,-39
rn1qk2r/ppp1ppbp/5np1/6B1/2BP2b1/2N1PN2/PP3PPP/R2QK2R b KQkq -,83
r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1PP2/2NP4/PPP3PP/R1BQK1NR b KQkq -,0
rn2kbnr/pp1qpppp/8/2ppP3/8/5N2/PPPP1PPP/RNBQK2R w KQkq -,-13
r1bq1rk1/pp1pppbp/2n2np1/2p5/2P5/2N2NP1/PP1PPPBP/1RBQK2R w K -,-24
r1bqk1nr/pppp1ppp/1bn5/4p3/2BPP3/2P2N2/PP3PPP/RNBQK2R b KQkq -,13
r1bqkb1r/1p3ppp/p1np1n2/4p1B1/3NPP2/2N5/PPP3PP/R2QKB1R w KQkq -,86
rnbqk2r/pp3pbp/3p1np1/2pPP3/5P2/2N5/PP4PP/R1BQKBNR b KQkq -,0
r1bqk2r/pppp1ppp/1bn5/4P3/2BPn3/5N2/PP3PPP/RNBQK2R w KQkq -,286
r1bq1rk1/1p1pppbp/2n2np1/p1p5/2P5/P1N2NP1/1P1PPPBP/1RBQK2R w K -,5
rnbqk2r/pp3pbp/5np1/2pPp3/5P2/2N5/PP4PP/R1BQKBNR w KQkq -,14
r1bq1rk1/pppp1ppp/2n2n2/2b1p1B1/2B1P3/3P1N2/PPP2PPP/RN1QK2R w KQ -,25
rn1qkb1r/pp3ppp/2p1bn2/6N1/2BpP3/8/PPP3PP/RNBQK2R w KQkq -,-48
r1bqkbnr/pp1p1ppp/2n5/4p3/2PNP3/8/PP3PPP/RNBQKB1R w KQkq -,96
r1bqkb1r/p2npppp/2pp1n2/1p6/2BPP3/2N2N2/PPP2PPP/R1BQK2R w KQkq -,44
rnbqk2r/pp3pbp/5np1/2pPP3/8/2N5/PP4PP/R1BQKBNR b KQkq -,25
r1bq1rk1/pppp1pp1/2n2n1p/2b1p3/2B1P2B/2NP1N2/PPP2PPP/R2QK2R b KQ -,11
r3kbnr/pp1q1ppp/2n1p3/2ppP3/3P4/2P2N2/PP3PPP/RNBQK2R w KQkq -,5
r1bq1rk1/ppp2pp1/2np1n1p/2b1p3/2B1P2B/2NP1N2/PPP2PPP/R2QK2R w KQ -,33
r1bqkbnr/pp1ppp1p/2n3p1/2p5/4PP2/5N2/PPPP2PP/RNBQKB1R w KQkq -,44
r2qkbnr/pp2pppp/n1p5/3pPb2/3P3P/8/PPP2PP1/RNBQKBNR w KQkq -,91
r1bqk2r/ppp2ppp/2p5/2b1N3/4n3/8/PPPP1PPP/RNBQ1RK1 w kq -,8
rnbqk2r/pp1n1pbp/6p1/2pPP3/8/2N5/PP4PP/R1BQKBNR w KQkq -,21
rnbqkbnr/pp3ppp/4p3/3pP3/3N4/8/PPP2PPP/RNBQKB1R b KQkq -,-10
r1bqkbnr/pp1ppp1p/2n3p1/2p5/2B1PP2/5N2/PPPP2PP/RNBQK2R b KQkq -,-18
r1bqkbnr/pp1p1ppp/2N5/4p3/2P1P3/8/PP3PPP/RNBQKB1R b KQkq -,-31
r1bqkb1r/p2npppp/2pp1n2/8/1p1PP3/1BN2N2/PPP2PPP/R1BQK2R w KQkq -,-13
r1bqkbnr/pp3ppp/2n1p3/3pP3/3N4/8/PPP2PPP/RNBQKB1R w KQkq -,-12
rnbqk2r/pp1n1pbp/4P1p1/2pP4/8/2N5/PP4PP/R1BQKBNR b KQkq -,0
rnb1kb1r/p1q1pppp/2p2n2/1p6/2BP4/2N2N2/PPPB1PPP/R2QK2R w KQkq -,97
rnbqk2r/pp1n2bp/4p1p1/2pP4/8/2N5/PP4PP/R1BQKBNR w KQkq -,37
r2qk2r/2p2ppp/p1n1b3/1pbpP3/4n3/1BP2N2/PP3PPP/RNBQ1RK1 w kq -,32
r2qkbnr/pp1n1ppp/2p1b3/4p3/3PP3/2N2N2/PPP3PP/R1BQKB1R w KQkq -,50
rnbqkbnr/pp2pppp/3p4/2p5/4P3/1P3N2/P1PP1PPP/RNBQKB1R b KQkq -,-17
rnbqk1nr/pp1p1pbp/2p3p1/4p3/2P5/2N1P1P1/PP1P1PBP/R1BQK1NR b KQkq -,16
rnbq1rk1/pp2ppbp/3p1np1/6B1/3NP3/2NB4/PPP2PPP/R2QK2R w KQ -,-36
rnbqkb1r/ppp2pp1/4pn1p/3p4/3P1B2/3BP3/PPP2PPP/RN1QK1NR w KQkq -,40
r1bq1rk1/pp1nbppp/2p1pn2/3p4/2PP4/5NP1/PPQNPPBP/R1B2RK1 b - -,36
4b1Rr/4k3/4pp1n/pp1p3P/2pP1R2/P1P2B1N/2PK1P2/8 b - -,-162
4b1r1/4k3/4pp1n/pp1p3P/2pP1R2/P1P2B1N/2PK1P2/8 w - -,-181
r2q1rk1/2p2ppp/p1n1b3/1pbpP3/4n3/1BP2N2/PP1N1PPP/R1BQ1RK1 w - -,50
rnbqkbnr/pppp1ppp/8/8/2PPp3/8/PP2PPPP/RNBQKBNR w KQkq -,98
rnbqkbnr/ppp2ppp/8/3pp3/3P4/6P1/PPP1PPBP/RNBQK1NR b KQkq -,-22
r1bqkbnr/pp3ppp/2n1p3/1B1pP3/3N4/8/PPP2PPP/RNBQK2R b KQkq -,-43
r2qk2r/2p2ppp/p1n1b3/1pbpP3/4n3/1BP2N2/PP1N1PPP/R1BQ1RK1 b kq -,62
rnbqk2r/pp1n2bp/4P1p1/2p5/8/2N5/PP4PP/R1BQKBNR b KQkq -,39
rnbqkb1r/pp3ppp/2p1pn2/6B1/2pPP3/2N2N2/PP3PPP/R2QKB1R b KQkq -,75
r1b1kb1r/ppqp1ppp/2n1pn2/8/2B1P3/2N2N2/PP3PPP/R1BQ1RK1 w kq -,0
rn1qk1nr/pp3ppp/4p3/2bp1b2/8/5NP1/PPP1PPBP/RNBQK2R w KQkq -,77
rnbqkbnr/pppp1ppp/8/4p3/3P3P/8/PPP1PPP1/RNBQKBNR b KQkq -,-72
r1bqkb1r/ppp2ppp/2n5/3Bp1N1/8/8/PPPP1PPP/RNBQK2R b KQkq -,-225
rnbqkbnr/ppp2ppp/8/3p4/3Pp3/6P1/PPP1PPBP/RNBQK1NR w KQkq -,0
r1bq1rk1/ppp1bppp/2np1n2/8/2BNP3/2N4P/PPP2PP1/R1BQK2R w KQ -,40
r1b1kb1r/ppp2ppp/2n5/3qp1N1/8/8/PPPP1PPP/RNBQK2R w KQkq -,-233
rnb1k2r/pp1nq1bp/4P1p1/2p5/8/2N5/PP4PP/R1BQKBNR w KQkq -,83
rn1qk1nr/pp3ppp/4p3/2bp1b2/8/5NP1/PPP1PPBP/RNBQ1RK1 b kq -,32
rnbqkbnr/ppp2ppp/8/3p4/3Pp3/6P1/PPPNPPBP/R1BQK1NR b KQkq -,-69
r1b1kb1r/ppp2ppp/2n5/3qp1N1/8/8/PPPP1PPP/RNBQ1RK1 b kq -,-240
rnbqkbnr/pppp1ppp/8/8/3p3P/8/PPP1PPP1/RNBQKBNR w KQkq -,-69
rnbq1rk1/pp2ppbp/3p1np1/2p5/2PP1B2/2N1PN2/PP3PPP/R2QKB1R w KQ -,22
rn1qk2r/pp3ppp/4pn2/2bp1b2/8/5NP1/PPP1PPBP/RNBQ1RK1 w kq -,33
r1b1kb1r/ppp2ppp/2n5/3q2N1/4p3/8/PPPP1PPP/RNBQ1RK1 w kq -,56
rnbqkbnr/pp2pppp/8/2p5/4P3/5N2/PPPP2PP/RNBQKB1R b KQkq -,0
