FEN,Evaluation
r3q1k1/1pbb2pp/2p1pn2/p4pN1/1BP5/6P1/PPQ1PPBP/5RK1 w - -,29
2r2r1k/1p1bbp2/p1q3p1/P2pPp1p/3P4/3B1N2/Q2B1PPP/1R3RK1 w - -,582
4q3/p2r1pk1/1p4p1/5b1p/P1pP4/2Q4P/P1P2PP1/1R4K1 b - -,-387
5k2/8/5p2/1K4pp/8/p4P1P/5P2/1n6 b - -,-676
rn1qk2r/pbppbp1p/1p2p3/3P2p1/2P3n1/P1N2NB1/1P2PPPP/R2QKB1R b KQkq -,160
5k2/8/5ppp/3P4/R2K2P1/6r1/8/8 w - -,-13
5rk1/pq3ppp/1p3b2/2pr1n2/8/2P2NP1/PB2QPKP/2R2R2 b - -,-283
r2qkb1r/pp1bnp2/3p4/2p1p1Pp/4P2P/2NP4/PPPB1P2/R2QK2R b KQkq -,-313
8/p4k2/3B4/b2P3p/2K5/5P2/8/8 w - -,-25
5rk1/2Pq4/p5p1/Q7/2P4p/4PP2/4K3/3B4 b - -,-125
1r1r2k1/2qb1p1p/p7/3npp2/1PPp4/P6P/B1QB1PP1/1R2R1K1 w - -,111
q4rk1/2r3pp/p1p1p3/P2nPpN1/1p1P4/1P1Q4/3B1PPP/R5K1 b - -,-145
r2q1rk1/pb3pbp/1p2p1p1/8/B4P2/P1P1PN1P/2Q3P1/R1B2K2 b - -,-683
2rq1rk1/pQ3pb1/2n1pnp1/3p3p/3P2bP/2N1PN2/PP1BBPP1/R4RK1 w - -,25
rnb2rk1/pp1pppb1/5np1/4q2p/4P3/1NP1BP2/PP2Q1PP/R3KBNR w KQ -,32
rn2kb1r/p2pqppp/1p6/3p4/5BP1/P4P2/1P3P1P/R2QKB1R w KQkq -,82
8/8/8/B2k2p1/Pn3p2/5P1P/3K2P1/8 b - -,432
1b6/3k4/8/8/8/8/5PPP/2Q3K1 w - -,428
r1b1k2r/pp1p1p1p/6p1/2b1p1q1/2PN2n1/2N3P1/PP2PP1P/R2QKB1R w KQkq -,-55
r1bk1r2/pp2pp1p/2n5/2P5/8/8/P1P1BPPP/q1B1K1NR w K -,-829
r3kb1r/p2b1pp1/2pp1qnp/4p3/4P3/2NQ1N2/PPP1BPPP/R4RK1 w kq -,6
8/8/2R5/8/3kBKP1/8/5PP1/8 b - -,0
1K6/8/1n3p1k/3P4/6p1/2N3P1/8/8 b - -,30
r2qk2r/1pp1bp2/pnb1pnpp/3p4/P2P4/1P2PNPP/2PB1PB1/RN1QK2R w KQkq -,38
8/3b4/3b4/8/2N2k2/5P2/5K1p/8 w - -,-346
5rk1/R3bpp1/5nnp/2pPp3/8/4B1PP/1r1N1PB1/5RK1 w - -,66
r1b1kb1r/pppq1ppp/2n2n2/1Q6/3p1B2/2N2NP1/PP2PP1P/R3KB1R w KQkq -,-71
r4rk1/pp1n1pb1/4qp2/7p/1N4pP/2P3P1/PP2BP2/1R2R1K1 b - -,-793
1R6/4k3/5p2/6p1/6P1/r5KP/6P1/8 w - -,-7
8/8/5Q2/6pk/4K3/4P2P/8/6q1 b - -,9
5r1k/pp3ppp/5n2/1N6/8/P3P2P/1P2K1P1/3R4 b - -,66
rnb1k1nr/pp1pppbp/6p1/8/N1P1P3/5P2/PPQ3PP/R1B1KBR1 b Qkq -,650
6k1/1R5p/2p1b1pB/p4p2/8/6P1/n3PP1P/3r1BK1 w - -,476
r2q1rk1/1p3pp1/2p1p1bp/Pp2P3/1P6/Q3P1PP/4B1P1/R4RK1 w - -,-34
8/5k2/1p5p/3K3P/1p3p2/1P6/8/8 w - -,-137
r1bqkb1r/pp1pppp1/n6p/6P1/3N4/2N5/PPP1PPP1/R2QKB1R w KQkq -,126
rn3rk1/p6p/1p2b1pQ/2qpN3/5p2/2PB3P/PP3PP1/R4RK1 w - -,323
r1bq3r/ppp1k2p/2np1p2/6N1/2P5/6P1/PP2PP1P/RN2KB1R w KQ -,-498
r1bqk1nr/1pp1bppp/4p3/nB1P4/8/2N2N2/PBPP1PPP/R2Q1RK1 b k -,156
r1b1k1nr/1p1n1pp1/p2b1q1p/P1pPp3/R1p1P2N/2N4P/1P1B1PP1/3QKB1R w Kkq -,164
r5k1/1pb1nppp/4p3/pP2Pn2/P7/3r1N2/1B1N1PPP/3R2K1 w - -,-497
r1b5/1p3k2/p1p3p1/3prp2/1P2p3/8/4BPPP/1R3RK1 b - -,-449
r1bq1rk1/pp1n2pp/2p1p3/2Pp1pb1/3P4/1P2P3/PB1NBPPP/R2Q1RK1 b - -,64
r1b1k2r/1pp2ppp/pbn5/4p3/1P2P3/P2P1N2/2P1B1qP/R1BQK2R w KQkq -,-246
r1b1k1nr/1p4pp/p3pp2/3q4/3n4/6B1/PP1N1PPP/RQ2KB1R w KQkq -,-74
r1bqk2r/pp3p2/2nb3p/4p3/2P3n1/2N3P1/PP2PPBP/R2QK1NR w KQkq -,-178
Q1r5/R3kp2/6p1/6K1/4P2P/5P2/1p6/8 b - -,417
r1bqkb1r/1p2pppp/1nnP4/1p1P4/8/8/PP3PPP/RNBQK1NR b KQkq -,-372
rnbq1rk1/ppp1n1bp/6p1/3pP3/Q7/2N2N2/PP3PPP/R1B1KB1R b KQ -,-65
2r2rk1/pb3p2/2n1pqpp/P7/1p1P1b2/1N1B1N2/1P2QPPP/5RK1 w - -,-510
8/1p6/1n1K3k/pP1P1B1P/6P1/2r5/8/8 b - -,-456
r2qk2r/pbp1n1p1/1pnppp2/8/2PP3N/3BP1B1/PP1Q1PPP/R3K2R w KQkq -,133
8/7p/8/5k1p/3Kb3/8/1r6/2R5 b - -,-623
5rk1/1b2bpp1/1p2p2p/3nP3/p2PN1Q1/P5P1/1P4BP/2R3K1 b - -,339
6R1/7b/5k2/P1K5/1B6/8/1r6/8 w - -,127
rn1q1rk1/p1ppb1p1/1p2p1bp/8/Q1P5/P3P1B1/1P3PPP/R3KBNR w KQ -,-30
4k3/2p2p2/5K2/pp2N1P1/P7/1P6/2b5/8 w - -,-123
5k2/2p3pp/p2p1p2/5P2/6P1/5PK1/q1P4P/3Q4 w - -,-111
4R3/1p6/p7/P2k1K2/1P2p2P/2r5/8/8 b - -,3
6k1/6p1/4p3/7p/3K1q1P/1p1Q4/8/8 w - -,-447
2rq2kr/pp2bpp1/3np3/7p/3P3P/2B3P1/bP3PB1/2RQR1K1 w - -,-371
6k1/pn3p1p/6p1/2P1p3/1P6/P1r1P3/5PPP/1R4K1 w - -,-128
8/2p2Qbk/1q1p2pp/p2P4/P7/6B1/5PPK/8 w - -,7
6k1/1R3Rp1/2r4p/8/8/r6P/5PPK/8 b - -,50
r2q1rk1/1pp1bpp1/p1bp1n1p/8/2P1P3/P1NQ4/1P2BPPP/R1B2RK1 b - -,30
rn3rk1/ppp1pp1p/8/2N2p1R/8/8/PPP2PP1/R1B1K3 b Q -,462
8/5p2/P5p1/2k4p/5P2/5K1P/6P1/3q4 w - -,-358
2r3k1/1p3pp1/4p2p/3p1P2/Nn4B1/1P4KP/P7/4R3 b - -,130
R7/2p1r3/3p3k/p2P4/P1P4p/2b2K1P/2B2P2/8 w - -,44
r5k1/p1Q1rp1p/3n2p1/3p4/P4B2/2P2PP1/1q5P/R5K1 w - -,-558
RbR2r2/1P2k3/7p/8/1P1pP3/1B1P1q2/6K1/8 w - -,-304
r1b2rk1/qp4b1/p2p2p1/4pp1p/2PP1P2/PPN2B2/3Q2PP/3R1RK1 w - -,43
8/4k3/1R6/r5p1/P5Kp/8/8/8 w - -,-4
r1bqkb2/pp2p2p/2p2np1/5p2/2P2P2/2N1P3/PBPP2PP/1R1Q1RK1 b q -,396
8/2bk4/8/5p1Q/3p4/3P4/5PK1/8 b - -,581
b1q2rk1/2p1b1p1/2P1p2p/p1P2p2/P2P1P2/4B1P1/6QP/1B2R1K1 b - -,56
3q1rk1/p1p2ppp/4p3/4n3/1r1nB3/2N5/1P3PPP/1RBQ1RK1 w - -,351
3r2k1/1p3p1p/2pn1qp1/4R3/5P1P/r2BPQ2/P5P1/3R2K1 w - -,-73
r1bqkb1r/p3nppp/2pp1n2/P3p3/4P3/1PN5/2P1NPPP/R1BQKB1R b KQkq -,-18
2Q5/1pp5/2k5/1b2P3/8/p2q3P/6P1/7K b - -,-630
2r5/5k2/8/5p2/3K1p2/7P/R1P3P1/8 w - -,705
r5k1/4Bpp1/2p4p/5P2/2p1N3/8/2p2PPP/4Q1K1 b - -,435
R4b2/5pk1/4p3/1p1p4/4n3/3bN3/1P3K2/5B2 w - -,-214
rnbq1rk1/p4ppp/2pbpn2/4N3/3PP3/2PB4/P4PPP/R1BQK2R b KQ -,-287
2r2rk1/p4pp1/2p1pq1p/8/2P3P1/1P5P/P2NQP2/4RRK1 w - -,520
8/3rk3/8/4KBP1/4bP2/2R5/8/8 b - -,468
r5k1/2p1rp1p/1p3p2/3P4/8/p2Q3P/P1P2PP1/1R4K1 w - -,606
r4bk1/2pq2p1/p1n4p/3p1p2/P2P4/1PB4P/2P2PP1/R2QR1K1 w - -,370
rn2kb1r/pp3ppp/5n2/2p1p3/8/2P2P1P/PPKN3P/R1B2B1R w kq -,15
rn1q1rk1/p1p1bppp/1p2pn2/8/2BP3P/2N1PN2/PPQB1PP1/R4RK1 b - -,643
4kb1r/1p1n1ppb/2p1pn1p/q2p4/P2P2P1/5N1P/1PP1PPB1/R2QK2R w KQk -,-362
r2q2k1/1p1b1rpp/p1n1pn2/2b5/2B5/P1N1P3/1P3PPP/R1BQ1RK1 w - -,-300
r1r2bk1/1pqn4/p2p3p/3Pp1p1/1PP5/3QB2P/3N1PP1/3RR1K1 w - -,241
rnbq1rk1/5ppp/p2ppn2/8/R1N5/3PPN1P/1P2BPP1/3QK2R b K -,29
r1bq1rk1/p2n1pb1/4pnpp/Pp1p4/3Q4/1PP2NP1/4PPBP/RNBR2K1 w - b6,-43
8/4b2k/1p5p/p6P/P5K1/1P3B2/8/8 w - -,-5
3k4/1p3Q1p/2n5/p2p1PP1/P2P4/1q6/7K/4R3 b - -,293
r1bqk1r1/ppp2p1p/2n3pb/8/Q1pPN3/4P3/PP3PP1/R1B1KBN1 b Qq -,-105
8/3R2kp/6p1/3Bbp2/7P/4P1P1/5PK1/8 b - -,532
r1bqkb1r/pp1n1p2/4pn1p/3P2p1/3p4/5NP1/PP1NPPBP/R1BQ1RK1 b kq -,132
r4rk1/6pp/4p2q/p1b5/1pP2P2/4P1N1/6PP/R2Q1RK1 w - -,-207
r3k1r1/ppp1ppbp/1qn2np1/4P3/8/2BP1BP1/PP3P1P/RN1QK2R b KQq -,45
8/5B2/6p1/p5k1/P7/3p4/2bK1P2/8 w - -,-52
1R6/3Q4/8/8/1K2b3/5p2/3Bk3/8 w - -,693
4k1nr/pr1bpp2/3p2p1/n1p3Pp/2P4P/3P1N2/Pb2PPB1/RN2K2R w KQk -,-588
r3qr1k/4p3/p1npP2p/1pp5/4QN2/b3P3/2PB1PP1/1R3RK1 w - -,457
8/4k1P1/4pp2/p7/Pb6/1P1B1K2/8/8 b - -,0
3rk2r/pbp1bppp/1p6/n3N3/4n3/2P3P1/PP3PBP/RNB1R1K1 b k -,48
r4rk1/1ppqpp1p/p1n3pb/8/1P1PPP2/P2Q2PP/1B1R2B1/5RK1 b - -,189
r2q1rk1/1pp3b1/p2p2p1/3PP2p/8/5Bp1/PPPB1P1P/2R1R1K1 w - -,-592
2r4r/4bkpp/1qp1pn2/3p4/3P1B2/2Q3P1/1P3PBP/5RK1 w - -,-515
r5k1/1p2p2p/4bppb/1B5q/3P1n2/4PN2/1B3KPP/2Q4R w - -,-198
3R4/8/8/6pp/4k3/Br4P1/6K1/8 w - -,174
3r3k/pp2Np2/2p2b1p/2n3p1/8/7P/P3QPP1/1R4K1 w - -,380
7k/8/3pK1p1/2r3P1/4B3/5P2/8/8 w - -,-36
1r4k1/5ppp/8/1PR5/2Q1P3/q4P2/6PP/6K1 b - -,117
1rb3k1/5pp1/pqB5/5np1/R2P4/5N2/1P2r1PP/2Q2R1K w - -,-50
1r1r4/2qbb2k/p2p1npp/8/2NpP1P1/4NPB1/1P4Q1/R4RK1 w - -,-153
r1bq1rk1/pppPb1pp/2n5/8/8/1PP1P2P/P4Pp1/RNBQK2R w KQ -,-494
2rr2k1/pp1qbppp/4p3/3n4/2P5/P3PP2/1B2N1PP/1QRR2K1 b - -,53
3r4/3Pk2p/7K/8/6P1/3R4/R7/8 b - -,772
8/5p2/2Q1nk2/1N4pp/6P1/P4P1q/2K5/8 w - -,-13
8/6k1/1b6/4p3/3rN1P1/5K2/8/8 w - -,-553
2r2rk1/3pbpp1/p1bq3p/2p5/2QpP2P/P2P2PB/1P1B1P1K/R4R2 b - -,-4
3rk2r/4pp1p/1p4p1/2pn4/1p6/1P2P3/P1PP1PPP/b1BQ1RK1 w k -,309
r4rk1/1p2qp1p/p1np2p1/3p4/3P2Q1/P1nBP2P/2P2PP1/R4RK1 w - -,-497
5k2/5p2/1p6/5K1p/2qN3P/4P3/8/7Q b - -,-305
2k5/5P2/7p/2p5/P1P1p3/8/1K4P1/7R b - -,742
8/5k2/5p2/8/2KN3p/7P/6q1/1r6 w - -,-698
5rk1/2q1bp2/2pn3p/3p2p1/1P3PP1/2B1P2P/1Q4B1/R5K1 b - -,14
3N4/8/3P3p/2K1k3/6P1/8/7P/3n4 w - -,531
7r/p3kpp1/4p2p/2r5/P1P2n2/3P4/5PPP/R3R1K1 w - -,-393
8/3kprb1/p5p1/8/P3K3/B7/5P1P/5n2 w - -,-642
8/6k1/3R4/5p1P/8/8/5PP1/6K1 b - -,707
3rk2r/pp3pb1/3p2p1/q4b2/3P1P2/4B3/PP2Q1BP/2R2RK1 w - -,870
4rk2/p4ppp/1p6/2p1n3/8/1PQq2P1/P4PBP/4R1K1 w - -,-142
8/1p6/8/7p/6pP/6P1/k3K3/8 b - -,-357
8/p4p2/1p1kp2p/5p2/2P5/PP3KP1/5P1P/8 w - -,59
r2q1rk1/ppp3b1/2nppnpp/4p3/4P3/2PB1P2/PP2N1PP/RNBQ1RK1 w - -,412
3r2k1/Rp1q2bp/8/5p2/3P1p2/5P2/2r1NQPP/5RK1 w - -,-60
r1bq1rk1/1p2bpp1/3p1n1p/p1p1p3/2Pn3N/P1NP2P1/1P2PPBP/R1BQ1RK1 w - -,23
2r5/3k1p1p/2p1p1p1/R2pP3/P4P2/4R3/P6P/6K1 b - -,307
4R3/2R5/1K2k3/8/5p1p/7P/r5p1/8 b - -,-10
r2qkb1r/pp3ppp/2p2n2/4Q3/6b1/P5P1/1PP1PPBP/RNB2RK1 b kq -,165
2r2r2/4n1pk/pb1p4/1pp5/5P2/PP4P1/7P/4BRK1 b - -,-961
r4rk1/5ppp/1b3n2/p1pp4/P4B2/4P1PB/1P1N1P2/2R1K2R w K -,473
r1b3k1/p3qp1p/2p2np1/3p4/3N4/1PN5/P1P2PPP/R2Q2K1 b - -,4
3r1rk1/6p1/p1N2p1p/1p1n4/4p3/4P3/PP1R1PPP/2R3K1 b - -,157
r4rk1/p3np1p/4b1p1/4b3/N2pN3/1P4P1/P2BK1BP/R6R w - -,308
8/2r3k1/1R6/2n1P2p/6p1/3BK1P1/7P/8 w - -,249
r2qkb1r/pppb1pp1/3p1n1p/4p3/4PP2/2N2BP1/PPPP3P/R1BQ1RK1 b kq -,29
r1bqkb1r/pp3p2/3p1n2/1Pp1p1pp/2B1P3/2N2Q2/PBPP1PPP/R4RK1 w kq -,71
r1b1kb1r/1p3ppp/2n1pn2/6B1/1p6/2PB1N2/P4PPP/RN3RK1 w kq -,-148
r1b1k2r/pp1nbppp/2p1p3/q2p3n/1P1PPB2/P1NB1P2/2P1N1PP/R2QK1R1 b Qkq -,31
r2k3r/1pp1bppp/p4n2/4B3/8/P1N1P3/1Pb1BPPP/R4RK1 w - -,148
r5k1/p2b1p1p/1p1p2p1/2pP1nB1/2Pq4/3B4/PP1Q1PPP/4R1K1 w - -,119
Q7/2N5/3p4/3P1K2/2n5/8/7k/8 w - -,566
r1bqkb1r/pp1p1p1p/2n1p1p1/4Pn2/8/1P1Q4/PBP2PPP/RN2KBNR w KQkq -,-7
rn1qk2r/ppp3bp/6pn/3P1p2/3P4/5PB1/PP3P1P/RN1QKB1R w KQkq -,407
r5k1/6pp/3q4/pp1bPB2/2p2Q2/P6P/1P3PP1/4R1K1 b - -,225
rnbqk2r/1p3ppp/p3p3/2bp4/5B2/2PBPP2/PP3P1P/RN1Q1RK1 w kq -,14
r2q1rk1/1p3ppp/2pb1n2/p1p1p3/2N1P1b1/3P4/PPP2PPP/R1BQKB1R w KQ -,-6
rn1qkb1r/2p3pp/p2npp2/1p1p4/3P4/2P2N2/PP1NQPPP/R1B2RK1 b kq -,-17
r2qk2r/pp5p/2pbpp2/8/4NP2/8/PPP3PP/R1BQK2R b KQkq -,-344
8/8/2r1k2p/8/7P/5P2/1R4P1/7K b - -,406
rnbq1rk1/pp2b1p1/8/2ppP2p/8/1P6/PBPPNP1P/R2QKBR1 w Q -,95
8/8/5k2/p3p3/8/4n2K/2P3PP/8 w - -,-504
5r2/1p3ppk/1pp5/8/6bP/2P3P1/PP3P2/4R1K1 w - -,-359
r2qk2r/pp1bbpp1/3p1n1p/2p5/1P1pP3/P1NP4/2PBBPPP/R2Q1RK1 w kq -,-18
r3r1k1/p3ppbn/2p3p1/3p2Bp/3P4/2N2P1P/PPP5/1K2R2R w - -,-243
8/7p/1p4pk/5b2/8/pQ1rqNP1/5PK1/8 w - -,-455
r1b2rk1/ppp1q1pp/2np1n2/8/2P1p3/6P1/PP2PPBP/R1BQNRK1 w - -,-17
6k1/ppp1bp1p/8/2P3p1/r4p1n/2BB3K/PP6/R5R1 w - -,241
r1b1k2r/pp1n1ppp/4p3/3pP1q1/3n4/8/PP1N1PPP/R2QKBNR w KQkq -,-171
r3nrk1/1ppq1ppp/p1n2b2/8/8/2PP1N2/PP3PPP/R1BQRBK1 w - -,251
r1bq1rk1/ppp2pbp/2n1pnp1/6N1/3P4/1P2P3/1B1NBPPP/R2Q1RK1 b - -,-33
5rk1/2p1pp1p/1p4p1/3Q4/rP6/B1P1P2q/5R2/4R1K1 w - -,-2
r1bqk2r/1p1n1pp1/p3pn1p/8/8/P1N1PP2/1PP1B2P/R2Q1RK1 b kq -,-535
8/5pk1/7p/8/7p/3R4/6B1/7K b - -,588
4r1k1/3rbpp1/pp1p3p/2pP4/P1P2BP1/1P1R2P1/5P2/4R1K1 b - -,60
2r1r1k1/pp2bppp/3p4/P4q2/4P3/2P3PP/1P2Q1BK/R1B5 b - -,-153
8/5k2/p7/2p5/B1P2PKp/2b4P/8/8 b - -,5
Q7/1KR1r3/8/4k3/7p/7P/6P1/8 b - -,432
8/4k3/8/1P5p/3NQ3/4P1P1/1qPr1PK1/8 b - -,568
8/4qk2/8/5P2/6B1/2R1N3/6K1/8 b - -,222
8/6p1/6R1/1pK1PP2/7k/8/8/8 b - -,704
8/1R6/r2bpkp1/5p1p/7P/8/6P1/1R5K w - -,-42
rn3rk1/pb2bppp/1p2pn2/2pq4/3P1B2/1P1BPN2/P2N1PPP/2RQKR2 b - -,-153
4r1k1/1p5p/p2P2p1/3p1p2/P4P1B/1Pn5/6PP/5R1K b - -,-71
r4rk1/3b1qb1/ppnpp1pp/5p2/3P4/1PNB3P/1BPN1PP1/R4RK1 w - -,-676
8/R7/4nkp1/p3r3/2B5/3P2K1/8/8 w - -,-12
r1q1kr2/pp1b3p/3p1b2/5p2/P1P1p1p1/1Q2P1P1/1P1N1PBP/3R1RK1 b q -,51
1B6/8/4k1n1/2P4R/8/3P4/r4P2/6K1 b - -,342
2r1kr2/1p1pp1bp/6p1/4n3/4p3/1NB1P3/PPP1QRPP/3R2K1 b - -,633
5k2/5ppp/2Q2n2/p2p3P/5q2/5P2/PPP3P1/1K1N4 b - -,141
8/8/5k2/4p1p1/3bB2p/5KPP/8/8 w - -,-3
8/p1p2n1k/1p4pp/5p2/3r4/1P3PP1/1P1K4/3BR3 w - -,-285
r2q1rk1/p2b1ppp/2pbpn2/3p4/Q3P3/2PB3P/PP1N1PP1/R1B2RK1 b - -,-36
8/5k2/3p3p/6p1/8/6PP/5K2/8 b - -,-369
r4rk1/2pqp2p/4p1p1/1p6/p2b1B2/P1PB3P/1P3PP1/R2Q2K1 w - -,-125
7k/5p2/2R2P2/r7/3p1B2/8/1K6/8 w - -,222
rnbqkb1r/4pppp/2p5/pp1nP3/8/1P3N2/2QP1PPP/RNB1KBR1 w Qkq -,-172
5rk1/pp2p1b1/2n3p1/4qp1p/8/1PNRP1P1/1P2QPP1/2R3K1 w - -,278
r1bq1rk1/pp3ppp/8/2np4/8/P1PBP3/3N1PPP/R2QK2R w KQ -,-63
8/2p5/n1p5/2n1pk1B/p1P4P/B3K1P1/8/8 b - -,85
r4rk1/2pq1pp1/3p1n1p/p1p1p3/P1P1P3/K4N1P/2PBQPP1/3R3R w - -,276
4Qnk1/2p2ppp/6q1/p1p1P3/PpP2P2/1P6/1K1P1NbP/1N1R2R1 w - -,811
r4r2/ppNnq1kp/3p2p1/Q1nP1p2/4p3/1P2P1N1/P1P2PPP/1K1R1R2 b - -,83
rnbq1rk1/ppp3pp/5n2/3p1p2/N2P4/3Q4/PPPNPP1P/R3KB1R b KQ -,-50
R7/5kp1/1p3b1p/3p1p2/2p2PP1/2P3KP/1B6/8 b - -,376
2r5/4kpp1/1p2pn1p/p7/P3P3/1PB2P2/6PP/2RK4 b - -,76
4r1k1/2rn1pp1/p6p/N1p2R2/5P2/2N5/PP3P1P/2R3K1 b - -,346
1r4k1/p3bppp/8/2p5/3p4/1P3P2/P4PP1/2BR3K w - -,-204
8/k2Qb3/p6r/4p3/8/8/PP3PPP/5RK1 b - -,665
rn3rk1/1bpqb1pp/1p1pBn2/5p2/p2P4/1QP1PNBP/PP1N1PP1/R4RK1 b - -,179
8/6k1/6p1/5p2/3P4/6P1/4KP2/q7 w - -,-378
8/8/2Q1b1k1/4qpp1/3n4/5P2/8/5K2 w - -,-364
r7/7p/p3kppb/4p3/8/1P4BP/PK3PP1/3R4 b - -,-48
r3kb1r/ppp1pppp/8/8/4bP2/4BN2/PPn3PP/4KB1R w Kkq -,-700
6k1/5p1p/2K3p1/8/7P/8/1q6/8 b - -,-3780
3R4/8/5k2/6p1/1K3nP1/8/8/4r3 w - -,-417
r4rk1/1pq3pp/p4b2/2p1pp2/8/P1NPQ2P/1PP2PP1/1R3RK1 w - -,7
8/3nk3/p5p1/n2P2p1/2P5/4KP1P/6P1/8 w - -,-422
2r1k1nr/pp1bppbp/3p2p1/n6q/2P2N2/1Q2B1P1/PP2PPBP/3RK1NR b Kk -,-76
8/8/1p2K2p/p7/r7/4R3/6k1/8 b - -,-429
rnb1k2r/pp2bpp1/7p/3n4/3P4/3B1N2/PP3PPP/R1B1K2R w KQkq -,-320
5k2/1p2n3/2n3pp/2p1p3/Q3P3/P1Pq2PP/4N1B1/6K1 w - -,574
r1b2rk1/ppp1q1pp/3p1n2/4p3/1PPn4/2NP2P1/1P2PPBP/RQB1K1NR b KQ -,527
8/5p2/8/p7/P4k2/3K3p/P7/2q5 b - -,-3794
8/1b6/1p1kNp2/p6Q/3P4/8/P4PP1/4b1K1 w - -,594
8/2p5/p2k1p2/7p/1P1P3P/P1R5/8/3K4 w - -,525
r3k2r/pppb1ppp/4pn2/8/2N1P3/P3K3/1PP1BPPP/R6R b - -,56
8/8/2k5/5Rp1/6P1/r5K1/6P1/8 w - -,7
5R2/8/4pP1p/4r3/2K3k1/8/7P/8 b - -,1
8/8/1b4p1/4p3/P2k3p/5P2/1N2K3/8 b - -,-211
4k3/5q2/7Q/8/4p3/4P1P1/5PK1/8 w - -,470
qn3rk1/2p2ppp/1p2p3/4P3/2P2P2/b1NPB3/P2QB1bP/4K2R w K -,-57
8/6r1/1R6/6k1/5p2/5K2/1P3P2/8 w - -,304
8/1p4p1/7p/3R1p2/P2b1Pk1/1r2p1P1/7K/6N1 b - -,-531
r4rk1/1p2bppp/3p1n2/2p1n3/Pp1Nb3/3B4/1PPB1PPP/R4RK1 w - -,-488
r1bqk2r/4bppp/p1npp3/1pp5/4PB2/2PB1N2/PP2QPPP/RN3RK1 b kq -,311
1R6/8/5k2/P7/1P3p2/5p1K/5r2/8 w - -,136
r1bqk2r/pp2ppbp/1npp2p1/8/3PN3/5NP1/PPP2PBP/R1BQ1RK1 w kq -,377
8/7p/3r1pp1/Pk6/4R3/3K2P1/5P1P/8 w - -,152
1rq2rk1/p1n3p1/2BQppb1/2N4p/3P4/1PP5/P4PPP/R3R1K1 b - -,258
1r3rk1/5ppp/2p1p3/p1qpP3/P7/2P1PQ2/1Pb3PP/R4RK1 w - -,-527
r4rk1/8/1R1pb2p/p3pq2/7P/P1P2P1P/3N3K/6R1 b - -,-739
r1b1r1k1/pp3pp1/3q3p/8/2PnP3/P2BNPP1/7P/R2Q1RK1 b - -,13
4r1k1/1p3pbp/p5p1/8/P7/1PpP2PP/6P1/2R2RK1 w - -,14
rnbqk2r/bpp1npp1/4p2p/p3P3/3pNP1P/N2B4/PPPP2P1/R1BQ1RK1 b kq -,27
8/2Pk4/8/8/P5Rp/5p1P/5P2/1K6 b - -,598
r1bqk2r/1ppp1ppp/2n1p3/p7/2PP4/PPR5/4PPPP/3QKBNR b Kkq -,16
4B3/8/1p1k1r2/p2p4/P7/2P3P1/1P5P/R5K1 b - -,558
rnbq1rk1/p3bppp/1p2p3/3pP1P1/5P1N/2P5/P3B2P/RNBQ1RK1 b - -,-436
8/8/3Q4/1n6/4kP1p/1P3PP1/6K1/8 b - -,462
8/p1b5/8/1k3K2/6P1/4p3/4N3/8 w - -,-23
rnb2rk1/pp2ppbp/5np1/2pq4/2N4P/1QPP1N2/PP3PP1/R1B1KB1R b KQ -,-158
5N2/8/1p5k/p1p1R3/8/1P6/P6K/1q6 w - -,-373
5rk1/1p3ppp/1N2p3/5n2/3r1PB1/8/1P3PPP/3R2K1 w - -,-391
r1bqkb1r/pp3p2/4pn1p/3p2p1/P2N4/1P1B4/1BP2PPP/RN1Q1RK1 w kq -,582
r2qk2r/1pp1bpp1/p3nn1p/3pN3/5PP1/3B4/PPP3P1/RNB1QRK1 w kq -,290
r2r2k1/1p1b1pbp/p3p1p1/2p5/P1B1PPP1/2N1Rn1P/1PP5/1K1R4 b - -,-508
8/6k1/1p1Rp3/8/PpnN4/6q1/1K6/8 w - -,-642
8/6k1/3p1pp1/p3r3/P7/8/2K3PP/8 b - -,-559
3r4/6k1/B4ppp/8/1P3q2/7P/PB4P1/4Q1K1 b - -,270
8/8/1p4Bp/pP3P2/P1k1p3/4P1n1/8/1K6 b - -,-118
1q3rk1/pp2rpp1/4bn1p/4p3/PPPpP3/5NP1/4QP1P/3R1RKB b - -,-151
8/5r2/8/4k1pp/8/4N3/4K1P1/8 w - -,-443
7r/1kp5/1p1p4/2pP4/2n2B2/P5Nb/1PK2P2/4R3 w - -,-55
8/6p1/2p1k3/1pb4P/8/8/2P3K1/8 w - -,-502
3r1k2/4bpBR/4p3/1pp5/8/1r5P/3P1PP1/3R2K1 b - -,-115
5R2/8/3p4/4b3/8/5R2/1r2k3/2K5 b - -,20
r1bq1rk1/pp2ppbp/2n3p1/2p5/N4Pn1/2PPpN2/PP2B1PP/R2QBRK1 b - -,-152
5rk1/ppq1bpp1/2b4p/4N3/2Q1P3/1PP3B1/5PPP/5K2 b - -,-370
8/2b1kp1b/2p5/p1Pp4/P3n3/3BP1p1/1B2N1P1/4K1N1 b - -,325
r1bqk2r/pp2b1pp/3pp3/n7/2n2B2/2N2N2/PP2QPPP/R3KB1R w KQkq -,0
2rqkb1r/pp1bnppp/4p3/1N1pP3/1B1P4/3B1N2/PP3PPP/R2QK2R b KQk -,382
